age,job,marital,education,default,balance,housing,loan,duration,y
7.615773105863909,yes,yes,yes,no,46.292547996410825,yes,no,16.15549442140351,no
6.6332495807108,yes,non,yes,no,5.385164807134504,yes,no,12.288205727444508,no
5.744562646538029,yes,yes,yes,no,1.4142135623730951,yes,yes,8.717797887081348,no
6.855654600401044,yes,yes,non,no,38.80721582386451,yes,no,9.591663046625438,no
5.744562646538029,non,non,non,no,1.0,no,no,14.071247279470288,no
5.916079783099616,yes,yes,yes,no,15.198684153570664,yes,no,11.789826122551595,no
5.291502622129181,yes,non,yes,no,21.142374511865974,yes,yes,14.730919862656235,no
6.48074069840786,yes,non,yes,yes,1.4142135623730951,yes,no,19.493588689617926,no
7.615773105863909,non,yes,yes,no,11.0,yes,no,7.0710678118654755,no
6.4031242374328485,yes,non,yes,no,16.431676725154983,yes,no,14.89966442575134,no
5.385164807134504,yes,non,yes,no,19.748417658131498,yes,no,11.704699910719626,no
7.280109889280518,yes,yes,yes,no,2.449489742783178,yes,no,22.737634001804146,no
7.615773105863909,yes,yes,non,no,8.426149773176359,yes,no,8.426149773176359,no
6.708203932499369,yes,non,non,no,3.605551275463989,yes,no,9.899494936611665,no
7.54983443527075,yes,yes,yes,no,7.211102550927978,yes,no,6.164414002968976,no
5.744562646538029,yes,yes,yes,no,0.0,yes,no,7.3484692283495345,no
5.291502622129181,yes,yes,yes,no,26.888659319497503,yes,yes,16.186414056238647,no
7.483314773547883,yes,yes,yes,no,27.910571473905726,yes,no,12.806248474865697,no
5.656854249492381,yes,non,yes,no,4.795831523312719,yes,yes,12.649110640673518,no
5.0,yes,yes,yes,no,7.0710678118654755,yes,no,18.49324200890693,no
6.324555320336759,non,yes,yes,no,0.0,yes,yes,13.45362404707371,no
6.6332495807108,yes,yes,yes,no,,yes,no,13.114877048604,no
7.211102550927978,yes,yes,yes,no,10.63014581273465,yes,yes,11.269427669584644,no
6.782329983125268,yes,non,yes,no,,yes,no,15.968719422671311,no
7.54983443527075,yes,yes,yes,no,28.965496715920477,no,yes,15.0,no
7.745966692414834,yes,yes,yes,no,6.244997998398398,yes,yes,14.422205101855956,no
7.681145747868608,yes,yes,yes,no,0.0,yes,no,15.033296378372908,no
7.54983443527075,yes,non,yes,no,7.937253933193772,yes,no,15.556349186104045,no
