age,job,marital,education,default,balance,housing,loan,duration,y
7.416198487095663,yes,yes,yes,no,49.759421218498915,yes,no,24.06241883103193,yes
6.48074069840786,yes,non,yes,no,0.0,yes,yes,23.70653918225939,yes
6.082762530298219,yes,yes,yes,no,1.0,yes,no,24.657656011875904,yes
7.280109889280518,yes,non,yes,no,,yes,yes,24.310491562286437,yes
5.656854249492381,yes,non,yes,no,24.71841418861655,yes,no,23.259406699226016,yes
7.0,yes,non,yes,no,12.96148139681572,yes,yes,22.64950330581225,yes
5.291502622129181,yes,non,yes,no,28.0178514522438,yes,no,21.02379604162864,yes
5.916079783099616,yes,non,yes,no,6.324555320336759,yes,no,24.839484696748443,yes
5.5677643628300215,yes,non,yes,no,4.69041575982343,yes,no,21.97726097583591,yes
5.5677643628300215,yes,yes,yes,no,17.52141546793523,yes,no,23.194827009486403,yes
6.708203932499369,yes,yes,yes,no,10.04987562112089,yes,no,21.447610589527216,yes
5.916079783099616,yes,yes,yes,no,20.346989949375804,no,no,22.44994432064365,yes
6.164414002968976,yes,yes,yes,no,10.908712114635714,yes,no,23.83275057562597,yes
7.3484692283495345,non,non,yes,no,0.0,no,no,24.859605789312106,yes
4.795831523312719,yes,non,yes,no,2.0,yes,no,19.87460691435179,yes
6.708203932499369,yes,non,yes,no,,yes,no,21.6794833886788,yes
7.280109889280518,yes,non,yes,no,37.98683982644515,yes,no,21.817424229271428,yes
6.928203230275509,yes,yes,yes,no,37.48332962798263,yes,no,25.079872407968907,yes
6.6332495807108,yes,yes,non,no,12.083045973594572,yes,no,21.97726097583591,yes
7.0,non,yes,yes,no,18.466185312619388,yes,yes,22.80350850198276,yes
6.4031242374328485,yes,yes,yes,no,,yes,no,22.360679774997894,yes
6.0,yes,non,non,no,16.76305461424021,yes,no,22.693611435820433,yes
6.708203932499369,yes,yes,yes,no,28.35489375751565,yes,no,22.97825058615211,yes
6.082762530298219,yes,non,yes,no,7.0,yes,no,24.879710609249457,yes
5.5677643628300215,yes,yes,yes,no,9.848857801796104,yes,no,24.63736998950984,yes
6.557438524302,yes,non,yes,no,32.2490309931942,yes,no,23.49468024894146,yes
6.4031242374328485,yes,yes,yes,no,22.38302928559939,yes,no,24.06241883103193,yes
5.5677643628300215,yes,yes,yes,no,1.4142135623730951,yes,no,13.490737563232042,yes
5.5677643628300215,yes,non,yes,no,14.696938456699067,yes,no,23.769728648009423,yes
5.477225575051661,yes,non,yes,yes,15.459624833740309,yes,no,20.29778313018444,yes
5.5677643628300215,yes,non,yes,no,28.722813232690143,yes,no,22.494443758403985,yes
6.164414002968976,yes,yes,yes,no,24.939927826679853,yes,no,24.71841418861655,yes
5.744562646538029,yes,yes,yes,no,0.0,yes,no,22.825424421026653,yes
5.744562646538029,yes,yes,yes,no,38.262252939417984,yes,no,24.24871130596428,yes
5.477225575051661,yes,yes,yes,no,23.259406699226016,yes,no,20.346989949375804,yes
5.5677643628300215,yes,non,yes,no,27.331300737432898,yes,no,23.302360395462088,yes
6.164414002968976,yes,non,yes,no,14.071247279470288,yes,no,20.760539492026695,yes
5.477225575051661,yes,yes,yes,no,35.566838487557476,yes,yes,20.346989949375804,yes
5.0990195135927845,yes,non,yes,no,25.84569596664017,yes,no,24.0,yes
5.196152422706632,yes,non,yes,no,7.3484692283495345,yes,no,23.302360395462088,yes
5.0,yes,non,yes,no,35.24202037341219,yes,no,24.79919353527449,yes
5.291502622129181,yes,yes,yes,no,17.08800749063506,yes,no,22.516660498395403,yes
7.14142842854285,yes,yes,non,no,24.61706725018234,yes,no,23.664319132398465,yes
5.916079783099616,yes,yes,yes,no,0.0,yes,yes,23.302360395462088,yes
5.916079783099616,yes,yes,yes,no,20.09975124224178,yes,no,23.2163735324878,yes
7.483314773547883,yes,yes,yes,no,24.269322199023193,yes,no,23.130067012440755,yes
6.164414002968976,yes,non,yes,no,4.358898943540674,yes,no,24.576411454889016,yes
5.0990195135927845,yes,non,yes,no,31.68595903550972,yes,no,15.0996688705415,yes
5.385164807134504,yes,non,yes,no,0.0,yes,no,23.2163735324878,yes
6.244997998398398,yes,yes,yes,no,52.5642464038057,yes,no,22.93468988235943,yes
6.0,yes,yes,yes,no,54.62600113499065,yes,no,19.849433241279208,yes
5.916079783099616,yes,yes,yes,no,12.328828005937952,yes,no,23.727621035409346,yes
5.916079783099616,yes,yes,yes,no,29.444863728670914,yes,no,15.1657508881031,yes
6.48074069840786,yes,non,yes,yes,,yes,no,23.558437978779494,yes
6.324555320336759,non,yes,yes,no,44.27188724235731,yes,no,24.596747752497688,yes
6.6332495807108,yes,non,yes,yes,,yes,no,20.784609690826528,yes
5.0990195135927845,yes,non,yes,yes,,yes,no,21.95449840010015,yes
6.708203932499369,yes,non,yes,no,25.37715508089904,yes,no,25.15949125081825,yes
5.477225575051661,yes,non,yes,no,19.4164878389476,yes,no,22.891046284519195,yes
5.385164807134504,yes,non,yes,no,,yes,no,24.041630560342615,yes
5.196152422706632,yes,non,yes,yes,,yes,no,22.9128784747792,yes
5.385164807134504,yes,non,yes,no,5.656854249492381,yes,no,23.727621035409346,yes
7.0710678118654755,non,yes,yes,no,26.551836094703507,no,no,22.44994432064365,yes
6.0,yes,yes,yes,no,42.09513035969837,no,no,14.422205101855956,yes
6.782329983125268,yes,non,yes,no,29.13760456866693,yes,no,22.538855339169288,yes
5.196152422706632,yes,non,yes,no,26.514147167125703,yes,no,24.289915602982237,yes
5.385164807134504,yes,yes,yes,no,20.615528128088304,yes,no,23.70653918225939,yes
7.0710678118654755,yes,yes,yes,no,20.396078054371134,yes,no,22.22611077089287,yes
5.916079783099616,yes,non,yes,no,31.85906464414798,yes,no,20.14944167960989,yes
6.244997998398398,yes,yes,yes,no,32.357379374726875,no,no,23.53720459187964,yes
6.082762530298219,yes,yes,non,no,38.8329756778952,no,yes,19.519221295943137,yes
6.164414002968976,yes,non,yes,no,24.879710609249457,yes,no,21.447610589527216,yes
6.4031242374328485,yes,yes,yes,no,38.22302970723278,yes,no,23.53720459187964,yes
6.082762530298219,yes,non,yes,no,17.86057109949175,yes,no,21.61018278497431,yes
6.855654600401044,yes,non,yes,no,17.175564037317667,yes,no,9.69535971483266,yes
5.291502622129181,yes,yes,yes,no,52.80151512977634,yes,no,19.209372712298546,yes
6.164414002968976,yes,yes,yes,no,14.730919862656236,yes,no,22.15851980616034,yes
7.615773105863909,yes,yes,yes,no,5.0,no,no,22.0454076850486,yes
7.211102550927978,yes,yes,yes,no,,yes,no,21.02379604162864,yes
6.4031242374328485,yes,non,yes,no,28.495613697550013,no,yes,24.145392935299274,yes
7.14142842854285,non,yes,yes,no,37.881393849751625,no,no,24.228082879171435,yes
7.0,yes,yes,yes,no,8.0,no,no,24.20743687382041,yes
6.0,non,yes,yes,no,42.02380277890139,no,no,24.392621835300936,yes
7.416198487095663,yes,yes,yes,no,0.0,no,no,24.779023386727733,yes
6.324555320336759,yes,yes,yes,no,20.14944167960989,yes,no,24.020824298928627,yes
4.898979485566356,yes,non,yes,yes,,yes,no,21.563858652847824,yes
7.0,yes,yes,yes,no,19.0,yes,no,22.64950330581225,yes
6.48074069840786,yes,non,non,no,17.97220075561143,no,no,24.839484696748443,yes
6.855654600401044,yes,yes,yes,no,53.777318638995006,no,no,23.57965224510319,yes
6.324555320336759,yes,non,yes,no,0.0,no,no,22.84731931759173,yes
7.14142842854285,yes,non,yes,no,3.0,no,no,19.261360284258224,yes
5.916079783099616,yes,yes,non,no,34.655446902326915,no,no,23.173260452512935,yes
5.744562646538029,yes,yes,yes,no,2.0,yes,yes,25.0,yes
6.244997998398398,yes,yes,yes,no,53.319789947073126,yes,no,24.186773244895647,yes
7.211102550927978,non,non,yes,no,,yes,no,22.360679774997894,yes
5.0990195135927845,yes,non,yes,no,,yes,no,19.544820285692065,yes
7.483314773547883,yes,yes,yes,no,0.0,no,yes,20.54263858417414,yes
6.855654600401044,yes,yes,yes,no,41.15823125451335,no,yes,23.664319132398465,yes
6.324555320336759,yes,yes,yes,no,13.711309200802088,yes,yes,23.87467277262665,yes
6.557438524302,yes,non,yes,no,27.202941017470888,yes,no,24.186773244895647,yes
4.898979485566356,yes,yes,yes,no,29.444863728670914,yes,no,23.366642891095847,yes
5.196152422706632,yes,non,yes,yes,,no,no,22.315913604421397,yes
5.0,yes,non,yes,no,7.211102550927978,yes,no,22.97825058615211,yes
5.196152422706632,yes,yes,yes,no,18.303005217723125,yes,no,22.781571499789035,yes
5.196152422706632,yes,yes,yes,no,,no,yes,20.54263858417414,yes
6.4031242374328485,yes,non,yes,no,8.660254037844387,yes,no,21.88606862823929,yes
5.385164807134504,yes,non,yes,no,9.16515138991168,no,yes,24.228082879171435,yes
6.0,yes,yes,yes,no,0.0,no,no,24.166091947189145,yes
6.6332495807108,yes,yes,yes,no,41.19465984809196,yes,no,12.24744871391589,yes
7.0,yes,yes,yes,no,,yes,no,22.15851980616034,yes
7.416198487095663,yes,yes,yes,no,7.0,yes,no,22.22611077089287,yes
7.14142842854285,yes,yes,yes,no,14.696938456699067,no,no,24.79919353527449,yes
6.48074069840786,yes,non,yes,no,14.594519519326424,yes,no,20.83266665599966,yes
6.708203932499369,yes,yes,yes,no,29.647934160747187,no,no,24.919871588754223,yes
6.082762530298219,yes,yes,yes,no,40.4103947023535,no,no,25.079872407968907,yes
6.782329983125268,non,yes,yes,no,30.430248109405877,no,no,19.621416870348583,yes
5.656854249492381,yes,yes,yes,no,40.049968789001575,no,yes,25.0,yes
5.291502622129181,yes,non,yes,no,30.14962686336267,no,yes,23.065125189341593,yes
6.708203932499369,yes,non,yes,no,,no,yes,23.958297101421877,yes
6.4031242374328485,yes,non,yes,yes,32.93933818400121,yes,yes,24.474476501040833,yes
5.5677643628300215,yes,non,yes,no,17.204650534085253,no,yes,22.561028345356956,yes
7.211102550927978,yes,yes,yes,yes,,no,no,23.108440016582687,yes
5.0990195135927845,yes,non,yes,no,23.473389188611005,no,no,23.043437243605823,yes
5.0,yes,non,yes,no,0.0,no,yes,25.179356624028344,yes
5.0,yes,yes,yes,no,10.04987562112089,no,yes,21.447610589527216,yes
5.0,yes,non,yes,no,10.099504938362076,no,yes,23.958297101421877,yes
6.164414002968976,yes,yes,yes,no,0.0,no,no,25.199206336708304,yes
5.0990195135927845,non,non,yes,no,10.535653752852738,no,no,23.173260452512935,yes
7.0,yes,yes,yes,no,0.0,no,yes,25.0,yes
5.385164807134504,yes,non,yes,yes,0.0,no,yes,20.639767440550298,yes
6.164414002968976,yes,yes,yes,yes,18.083141320025124,yes,yes,23.57965224510319,yes
5.0990195135927845,yes,yes,yes,no,,no,yes,18.947295321496416,yes
5.5677643628300215,yes,non,yes,no,20.223748416156685,no,yes,23.748684174075834,yes
5.477225575051661,yes,yes,yes,no,12.922847983320086,yes,no,15.968719422671311,yes
6.855654600401044,yes,yes,yes,no,13.490737563232042,yes,no,6.244997998398398,yes
5.385164807134504,yes,yes,yes,no,2.8284271247461903,yes,yes,25.03996805109783,yes
5.477225575051661,yes,non,yes,no,39.97499218261337,yes,no,25.179356624028344,yes
6.855654600401044,yes,yes,yes,no,19.157244060668017,yes,no,21.817424229271428,yes
6.164414002968976,yes,yes,yes,no,41.49698784249286,yes,no,22.360679774997894,yes
5.5677643628300215,yes,yes,yes,no,6.782329983125268,yes,no,22.06807649071391,yes
5.916079783099616,yes,non,yes,no,12.922847983320086,no,yes,24.779023386727733,yes
5.5677643628300215,yes,yes,yes,no,34.249087579087416,yes,no,21.071307505705477,yes
6.708203932499369,yes,yes,yes,no,0.0,no,yes,23.08679276123039,yes
6.082762530298219,yes,non,yes,no,42.13074886588179,no,no,22.67156809750927,yes
5.196152422706632,yes,yes,yes,no,11.789826122551595,no,no,21.16601048851673,yes
5.916079783099616,yes,non,yes,no,29.74894956128703,yes,no,25.13961017995307,yes
5.830951894845301,yes,non,yes,no,29.24038303442689,yes,no,24.041630560342615,yes
5.196152422706632,yes,non,yes,no,12.288205727444508,yes,no,22.27105745132009,yes
5.0990195135927845,yes,non,yes,no,18.81488772222678,no,no,24.20743687382041,yes
6.6332495807108,yes,yes,yes,no,35.566838487557476,yes,no,23.558437978779494,yes
5.477225575051661,yes,yes,yes,no,,yes,yes,20.85665361461421,yes
5.477225575051661,yes,non,yes,no,,no,no,23.68543856465402,yes
7.0710678118654755,yes,yes,yes,no,34.132096331752024,no,no,21.330729007701542,yes
6.244997998398398,yes,yes,yes,no,15.84297951775486,yes,no,18.49324200890693,yes
5.0990195135927845,yes,non,yes,no,,no,yes,23.194827009486403,yes
7.14142842854285,yes,yes,yes,no,14.177446878757824,yes,no,24.124676163629637,yes
5.5677643628300215,yes,non,yes,no,17.146428199482248,yes,no,23.15167380558045,yes
6.324555320336759,yes,non,yes,no,54.75399528801528,yes,no,24.95996794869737,yes
5.477225575051661,yes,non,yes,no,22.40535650240808,no,yes,23.916521486202797,yes
5.477225575051661,yes,non,yes,no,21.42428528562855,yes,no,22.22611077089287,yes
7.483314773547883,yes,non,yes,no,13.379088160259652,no,no,23.15167380558045,yes
5.5677643628300215,yes,yes,yes,yes,,yes,no,21.77154105707724,yes
5.477225575051661,yes,non,yes,yes,,yes,no,22.715633383201094,yes
5.744562646538029,yes,yes,yes,no,9.433981132056603,yes,no,16.673332000533065,yes
5.477225575051661,yes,non,yes,no,13.527749258468685,yes,no,24.698178070456937,yes
5.656854249492381,yes,yes,yes,no,10.099504938362076,yes,no,23.664319132398465,yes
5.5677643628300215,yes,non,yes,no,24.939927826679853,no,no,20.493901531919196,yes
5.291502622129181,yes,non,non,no,4.898979485566356,yes,no,20.37154878746336,yes
6.557438524302,yes,yes,yes,no,10.198039027185567,yes,no,25.199206336708304,yes
5.291502622129181,yes,yes,yes,no,13.152946437965904,no,no,24.24871130596428,yes
5.385164807134504,yes,non,yes,no,,no,yes,23.958297101421877,yes
7.14142842854285,yes,yes,yes,no,49.54795656734998,yes,no,23.515952032609693,yes
5.0990195135927845,yes,non,yes,no,20.223748416156685,yes,no,24.020824298928627,yes
6.0,yes,non,yes,no,9.0,no,yes,23.664319132398465,yes
5.291502622129181,yes,yes,yes,no,27.40437921208944,yes,no,24.454038521274967,yes
5.916079783099616,yes,non,yes,no,22.516660498395403,yes,no,23.664319132398465,yes
5.0,yes,non,yes,no,,yes,no,25.15949125081825,yes
5.744562646538029,yes,non,yes,no,6.6332495807108,no,yes,23.0,yes
5.196152422706632,yes,yes,yes,no,,yes,no,15.0996688705415,yes
7.681145747868608,yes,yes,yes,no,11.61895003862225,yes,yes,20.396078054371134,yes
6.164414002968976,yes,yes,yes,no,0.0,no,no,23.065125189341593,yes
6.324555320336759,yes,yes,yes,no,21.702534414210707,yes,no,20.73644135332772,yes
5.291502622129181,yes,non,yes,no,1.4142135623730951,yes,no,21.307275752662516,yes
7.0,yes,non,yes,no,17.46424919657298,no,no,19.157244060668017,yes
5.0,yes,yes,yes,no,0.0,yes,no,21.400934559032695,yes
7.280109889280518,yes,yes,yes,no,18.520259177452136,yes,no,24.81934729198171,yes
6.244997998398398,yes,yes,yes,no,38.0,no,no,19.026297590440446,yes
6.48074069840786,yes,non,yes,no,40.34848200366403,yes,no,24.289915602982237,yes
